f_ID,f_name,f_category,f_energy_kcal,f_fat_g,f_fatty_acids_sat_g,f_fatty_acids_monounsat_g,f_fatty_acids_polyunsat_g,f_cholesterol_mg,f_carbohydrates_g,f_sugars_g,f_starch_g,f_fibres_g,f_protein_g,f_salt_g,f_alcohol_g,f_water_g,f_vit_A_activity_re_µg,f_vit_A_activity_rae_µg,f_retinol_µg,f_beta_carotene_activity_µg,f_beta_carotene_µg,f_vit_B1_mg,f_vit_B2_mg,f_vit_B6_mg,f_vit_B12_µg,f_niacin_mg,f_folate_µg,f_panthotenic_acid_mg,f_vit_c_mg,f_vit_d_µg,f_vit_e_activity_mg,f_potassium_mg,f_sodium_mg,f_chloride_mg,f_calcium_mg,f_magnesium_mg,f_phosphorus_mg,f_iron_mg,f_iodide_µg,f_zinc_mg,f_selenium_µg
14054,"Manioc, tuber, cooked (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),131,0.2,0.1,0.1,0.0,0.0,29.8,0.4,29.4,2.8,1.0,0.0,0.0,62.8,5.0,2.0,0.0,29.0,29.0,0.05,0.03,0.15,0.0,0.45,15.1,0.38,21.0,0.0,0.0,220.0,0.8,45.0,30.0,59.0,35.0,0.7,1.8,0.3,0.6
13918,"Manioc, tuber, raw",Vegetables/Fresh vegetables,140,0.2,0.1,0.1,0.0,0.0,32.1,0.5,31.6,2.9,1.0,0.0,0.0,62.8,5.0,3.0,0.0,30.0,30.0,0.06,0.03,0.2,0.0,0.6,24.0,0.5,30.0,0.0,0.0,270.0,1.0,50.0,32.0,65.0,38.0,0.7,2.0,0.3,0.7
14093,Maple syrup,Sweets/Sugar and sweeteners,358,0.3,0.0,0.1,0.1,0.0,88.7,77.3,0.0,0.0,0.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,0.02,0.97,0.0,0.0,0.22,0.0,0.05,0.0,0.0,0.0,280.0,15.0,55.0,96.0,30.0,2.6,0.1,0.0,2.6,0.8
898,Marble cake,Sweets/Cakes and tarts,356,17.1,9.5,4.3,1.2,109.0,42.6,19.7,22.7,1.3,7.4,0.2,0.0,32.0,149.0,144.0,139.0,57.0,57.0,0.07,0.12,0.07,0.29,0.16,10.1,0.55,0.2,0.8,0.6,140.0,63.0,110.0,44.0,19.0,110.0,1.0,10.0,0.8,
208,Margarine,Fats and oils/Fats,724,80.0,22.3,37.3,14.0,0.0,0.5,0.0,0.5,0.0,0.5,0.2,0.0,20.0,313.0,295.0,276.0,222.0,222.0,0.01,0.03,0.0,0.03,0.21,2.0,0.08,0.0,3.8,20.0,42.0,67.0,100.0,10.0,1.8,23.0,0.1,1.5,0.0,0.0
496,Marzipan,Sweets/Other sweets,474,17.6,1.5,12.0,3.3,0.0001,68.6,68.6,0.0,4.9,8.0,0.0,0.0,1.9,13.0,13.0,12.0,6.0,6.0,0.07,0.2,0.05,0.0001,1.36,31.0,0.19,0.3,0.0001,8.49,270.0,2.0,14.0,82.0,72.0,150.0,1.5,0.7,0.9,
866,"Mashed potatoes, instant, prepared (with water and butter)","Cereal products, pulses and potatoes/Potatoes",80,2.8,1.6,0.6,0.2,8.0,11.5,1.8,9.7,0.8,2.0,0.6,0.0,83.0,27.0,26.0,25.0,12.0,12.0,0.02,0.07,0.12,0.05,0.79,4.6,0.21,3.1,0.1,0.09,220.0,220.0,410.0,46.0,13.0,67.0,0.4,1.2,0.2,
1519,"Mashed potatoes, prepared (with cream and butter)","Cereal products, pulses and potatoes/Potatoes",139,8.4,5.0,2.0,0.5,24.0,12.9,1.1,11.7,1.6,2.0,0.1,0.0,75.0,94.0,91.0,88.0,39.0,39.0,0.06,0.06,0.1,0.03,0.88,10.6,0.32,12.5,0.1,0.23,290.0,55.0,120.0,18.0,16.0,50.0,0.3,4.2,0.3,
863,"Mashed potatoes, prepared (with full fat milk and butter)","Cereal products, pulses and potatoes/Potatoes",90,2.8,1.7,0.6,0.2,8.0,13.2,1.4,11.7,1.6,2.2,0.1,0.0,80.1,30.0,29.0,27.0,16.0,16.0,0.06,0.08,0.1,0.03,0.89,11.2,0.33,12.7,0.0,0.11,300.0,58.0,130.0,27.0,16.0,54.0,0.3,4.8,0.3,
1518,"Mashed potatoes, prepared (with partially skimmed milk and butter)","Cereal products, pulses and potatoes/Potatoes",88,2.6,1.5,0.6,0.2,7.0,13.2,1.4,11.7,1.6,2.2,0.1,0.0,80.3,28.0,26.0,25.0,15.0,15.0,0.06,0.07,0.1,0.03,0.89,11.2,0.33,12.6,0.0,0.11,300.0,58.0,130.0,27.0,17.0,55.0,0.3,4.9,0.3,
771,Mayonnaise,Fats and oils/Mayonnaise,742,81.7,12.1,23.3,42.5,150.0,0.5,0.5,0.0001,0.0,1.1,1.0,0.0,14.7,9.0,9.0,9.0,0.0,0.0,0.02,0.05,0.1,0.5,0.03,10.0,0.5,0.0,0.5,43.7,25.0,410.0,500.0,15.0,7.0,46.0,0.6,6.0,0.2,
772,"Mayonnaise, low calorie",Fats and oils/Mayonnaise,327,34.5,4.6,6.7,19.6,131.0,3.3,0.0001,0.0001,0.0,0.9,0.7,0.0,59.4,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.06,0.6,0.12,26.0,0.71,4.6,0.6,16.57,88.0,280.0,470.0,66.0,12.0,140.0,1.0,5.3,0.6,
1682,"Mayonnaise, with rapeseed oil, home-made",Fats and oils/Mayonnaise,792,86.9,7.3,50.9,22.9,184.0,0.1,0.1,0.0,0.0,2.4,0.4,0.0,10.6,67.0,66.0,65.0,12.0,12.0,0.03,0.09,0.05,0.5,0.01,18.4,0.67,1.1,0.8,28.19,21.0,150.0,240.0,20.0,2.0,82.0,0.8,17.0,0.6,7.0
1111,"Meat (average excluding offal), raw ","Meat and offal/Veal;Meat and offal/Poultry;Meat and offal/Lamb, mutton;Meat and offal/Beef;Meat and offal/Pork;Meat and offal/Game",146,6.7,2.4,2.9,0.7,62.0,0.0,0.0,0.0,0.0,21.4,0.1,0.0,71.9,6.0,6.0,5.0,2.0,2.0,0.45,0.18,0.46,1.32,5.55,5.8,0.82,0.1,0.6,0.37,330.0,59.0,66.0,6.5,22.0,190.0,1.1,2.0,2.7,
1664,"Meat lasagne, prepared",Prepared dishes/Italian dishes,141,6.0,3.0,1.9,0.4,25.0,12.2,2.4,9.7,1.5,8.8,0.9,0.0,71.7,110.0,73.0,36.0,445.0,445.0,0.03,0.08,0.08,0.24,0.94,7.6,0.22,3.5,0.1,0.63,150.0,360.0,640.0,88.0,17.0,110.0,0.9,4.7,1.6,
1582,"Meat loaf, baked in the oven",Prepared dishes/Other savoury dishes,166,7.7,2.0,4.2,0.9,68.0,8.2,0.9,7.2,0.6,15.8,2.2,0.0,67.8,13.0,10.0,7.0,38.0,38.0,0.13,0.11,0.13,0.71,2.2,9.6,0.4,1.5,0.3,0.72,170.0,890.0,1620.0,13.0,16.0,120.0,1.3,5.3,2.6,
13318,"Meat, chopped (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)",Meat and offal,150,3.8,1.2,1.5,0.5,81.0,0.1,0.0,0.0,0.0,28.9,0.2,0.0,67.2,5.0,5.0,4.0,3.0,3.0,0.33,0.18,0.49,0.84,6.75,4.9,0.94,0.0,0.7,0.36,370.0,62.0,83.0,8.6,26.0,230.0,1.0,1.9,3.0,
1104,"Meat, chopped (average of beef, veal, pork, poultry), raw",Meat and offal/Veal;Meat and offal/Pork;Meat and offal/Beef;Meat and offal/Poultry,118,3.3,1.0,1.4,0.4,59.0,0.1,0.0,0.0,0.0,22.0,0.1,0.0,74.6,4.0,4.0,4.0,3.0,3.0,0.35,0.14,0.54,0.8,6.01,4.7,0.83,0.0,0.6,0.31,340.0,53.0,60.0,6.4,22.0,200.0,0.8,1.4,2.3,
399,"Melon, cantaloupe, raw",Fruit/Fresh fruit,62,0.1,0.0,0.0,0.0,0.0,14.8,10.6,0.0001,1.3,1.1,0.1,0.0,84.2,462.0,231.0,0.0,2774.0,2774.0,0.05,0.02,0.08,0.0,0.82,37.0,0.12,41.9,0.0,0.08,380.0,24.0,18.0,11.0,16.0,17.0,0.2,2.0,0.2,0.5
854,"Meringue, biscuit",Sweets/Other sweets,401,0.5,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,5.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,90.0,100.0,0.0001,4.0,5.0,22.0,0.2,0.0001,0.0001,
879,"Milanese cookie, butter, sweet",Sweets/Cookies/Biscuits,431,20.8,11.6,5.1,1.5,124.0,53.2,22.5,30.4,1.4,7.1,0.1,0.0,18.0,182.0,176.0,170.0,70.0,70.0,0.08,0.06,0.08,0.24,0.14,8.7,0.44,0.0,0.7,0.72,100.0,47.0,87.0,18.0,17.0,96.0,1.0,7.9,0.8,4.9
1194,Milk (average),Milk and dairy products/Milk,62,3.4,2.0,0.8,0.2,13.0,4.6,4.6,0.0,0.0,3.2,0.1,0.0,88.7,40.0,39.0,38.0,16.0,16.0,0.02,0.2,0.03,0.21,0.11,4.6,0.34,0.8,0.1,0.1,160.0,39.0,96.0,120.0,10.0,92.0,0.0,9.5,0.4,1.1
195,Milk chocolate,Sweets/Chocolate and cocoa products,537,31.1,19.3,10.4,1.2,12.0,56.9,55.2,0.6,1.9,6.5,0.5,0.0,1.3,65.0,62.0,59.0,36.0,36.0,0.09,0.4,0.04,0.0,0.4,7.0,0.19,2.8,0.0,0.25,640.0,190.0,130.0,250.0,55.0,240.0,2.1,17.0,1.6,
642,Milk chocolate filled with nuts (chocolate bar),Sweets/Chocolate and cocoa products,558,35.7,17.0,14.3,2.3,8.0,49.1,47.3,0.6,3.7,8.3,0.2,0.0,3.9,24.0,23.0,22.0,13.0,13.0,0.13,0.28,0.13,0.24,0.52,19.7,0.75,1.1,0.1,3.51,430.0,63.0,130.0,190.0,79.0,210.0,1.5,5.4,1.3,
643,"Milk chocolate with almond, honey, nougat",Sweets/Chocolate and cocoa products,536,31.5,18.2,9.7,1.6,15.0,54.8,54.3,0.4,1.8,7.3,0.2,0.0,4.8,50.0,48.0,46.0,26.0,26.0,0.07,0.36,0.07,0.34,0.34,11.7,0.68,2.3,0.2,0.79,380.0,86.0,190.0,250.0,45.0,210.0,0.9,6.3,1.1,
612,Milk chocolate with nuts,Sweets/Chocolate and cocoa products,570,38.2,16.7,16.9,2.5,11.0,46.1,44.4,0.4,3.2,8.8,0.2,0.0,4.3,38.0,36.0,35.0,20.0,20.0,0.14,0.3,0.14,0.29,0.5,22.7,0.86,2.1,0.2,3.65,440.0,73.0,160.0,230.0,63.0,220.0,1.3,6.5,1.4,
641,"Milk chocolate with raisins, nuts, almonds",Sweets/Chocolate and cocoa products,513,28.9,14.5,11.0,1.5,10.0,52.6,51.0,0.9,4.5,8.4,0.2,0.0,6.4,36.0,34.0,33.0,21.0,21.0,0.1,0.31,0.09,0.23,0.59,16.5,0.64,1.7,0.2,2.7,520.0,62.0,130.0,210.0,76.0,230.0,1.9,5.0,1.3,
654,"Milk chocolate, filled with alcohol",Sweets/Chocolate and cocoa products,488,23.1,13.6,6.9,1.2,10.0,59.0,58.3,0.8,2.9,5.6,0.1,2.2,7.6,33.0,32.0,30.0,19.0,19.0,0.05,0.24,0.04,0.22,0.35,8.8,0.49,1.5,0.2,0.21,340.0,56.0,120.0,160.0,50.0,160.0,1.3,4.1,1.0,
655,"Milk chocolate, filled with cream (gianduja, nougat)",Sweets/Chocolate and cocoa products,573,38.3,18.5,14.5,2.8,10.0,47.6,46.4,0.5,3.4,7.9,0.1,0.0,3.7,33.0,32.0,31.0,16.0,16.0,0.09,0.29,0.09,0.19,0.5,17.6,0.57,1.4,0.1,4.04,370.0,49.0,110.0,170.0,71.0,190.0,1.3,4.1,1.2,
59,"Milk partially skimmed, pasteurized",Milk and dairy products/Milk,56,2.8,1.7,0.7,0.1,11.0,4.7,4.7,0.0,0.0,3.1,0.1,0.0,88.4,34.0,33.0,32.0,14.0,14.0,0.02,0.19,0.02,0.27,0.1,5.1,0.3,0.6,0.0,0.07,160.0,39.0,96.0,120.0,10.0,90.0,0.0,9.2,0.4,1.2
61,"Milk partially skimmed, UHT",Milk and dairy products/Milk,57,2.8,1.7,0.7,0.1,11.0,4.6,4.6,0.0,0.0,3.3,0.1,0.0,88.4,34.0,33.0,32.0,14.0,14.0,0.02,0.19,0.03,0.16,0.12,4.3,0.37,0.5,0.1,0.09,160.0,38.0,96.0,120.0,10.0,94.0,0.0,10.0,0.4,1.2
13399,"Milk, half skimmed 1.5 % fat, UHT",Milk and dairy products/Milk,46,1.5,0.9,0.4,0.0,5.0,4.8,4.8,0.0,0.0,3.2,0.1,0.0,89.7,14.0,14.0,13.0,8.0,8.0,0.04,0.2,0.05,0.25,0.09,9.5,0.32,1.7,0.0,0.09,170.0,43.0,100.0,120.0,12.0,89.0,0.0,10.0,0.4,
1586,"Millet risotto, cooked","Cereal products, pulses and potatoes/Other cereal products",144,3.0,0.5,1.6,0.7,0.0,24.8,1.4,19.8,1.5,3.7,0.9,0.0,67.3,0.0,0.0,0.0,2.0,2.0,0.06,0.02,0.07,0.0,0.5,5.4,0.11,0.4,0.0,0.56,40.0,350.0,530.0,11.0,44.0,95.0,2.3,1.3,1.0,
422,"Millet, grain peeled","Cereal products, pulses and potatoes/Other cereal products",360,3.9,1.0,0.9,1.9,0.0,68.8,1.5,60.0,3.8,10.6,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.34,0.11,0.32,0.0,1.8,20.0,0.38,0.0,0.0,0.41,170.0,3.0,15.0,9.5,120.0,280.0,6.9,2.5,2.9,
938,"Millet, wholemeal flakes","Bread, flakes and breakfast cereals/Flakes, bran and germs",360,3.9,0.9,0.8,1.7,0.0,68.8,1.6,66.4,3.9,10.6,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.33,0.11,0.41,0.0,1.8,20.0,0.71,0.0,0.0,0.1,170.0,3.0,15.0,10.0,120.0,280.0,6.9,2.5,2.9,
13317,"Minced meat (average of beef, veal, pork, chicken), pan fried (without addition of fat and salt)",Meat and offal,164,6.6,2.5,3.1,0.6,79.0,0.0,0.0,0.0,0.0,26.3,0.1,0.0,67.1,5.0,5.0,5.0,3.0,3.0,0.42,0.17,0.42,0.85,6.35,7.0,0.74,0.0,1.0,0.39,330.0,52.0,77.0,5.2,23.0,200.0,1.4,1.9,3.2,
1105,"Minced meat (average of beef, veal, pork, chicken), raw",Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork;Meat and offal/Poultry,143,6.2,2.4,3.0,0.6,62.0,0.0,0.0,0.0,0.0,21.6,0.1,0.0,72.1,5.0,5.0,4.0,3.0,3.0,0.47,0.14,0.49,0.87,6.12,7.3,0.7,0.0,1.0,0.36,330.0,48.0,61.0,4.2,20.0,190.0,1.1,1.5,2.6,
671,Minestrone,Prepared dishes/Stews and soups,53,1.8,0.7,0.7,0.2,1.0,7.0,2.6,4.3,0.4,2.0,1.0,0.0,87.6,143.0,72.0,1.0,850.0,850.0,0.02,0.02,0.04,0.0,0.79,7.0,0.1,1.0,0.0,0.0001,110.0,390.0,300.0,14.0,5.0,20.0,0.3,,,
1087,Minipic sausage,Sausages and cold meats/Raw sausage products,460,39.1,15.4,18.7,3.8,97.0,0.8,0.8,0.0,0.0,26.1,4.5,0.0,26.4,1.0,1.0,0.0001,7.0,7.0,0.28,0.16,0.22,1.8,7.2,2.6,0.9,3.9,1.6,0.0001,390.0,1780.0,2540.0,0.0001,28.0,330.0,3.0,0.8,3.9,13.0
1053,"Mirabelle plum, stewed, drained (without addition of sugar)",Fruit/Cooked fruit (incl. cans),70,0.2,0.0,0.0,0.0,0.0,16.6,12.2,0.0,2.0,0.7,0.0,0.0,80.5,42.0,21.0,0.0,252.0,227.0,0.05,0.01,0.04,0.0,0.14,4.5,0.16,2.5,0.0,1.75,170.0,0.0,0.0,12.0,7.5,19.0,0.1,1.1,0.1,1.5
732,Molasses,Sweets/Jams and sweet sandwich spreads,274,0.0,0.0,0.0,0.0,0.0,67.2,67.2,0.0,0.0,1.2,0.2,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,96.0,820.0,500.0,140.0,31.0,9.2,0.0,0.9,
761,"Molluscs, blue mussel, raw","Fish/Seafood, crustaceans and shellfish",85,2.7,0.5,0.6,0.6,108.0,3.4,0.0001,0.0,0.0,11.7,0.7,0.0,82.1,84.0,84.0,84.0,0.0,0.0,0.12,0.16,0.08,8.0,1.6,37.0,0.29,0.0001,0.0001,1.11,320.0,290.0,460.0,88.0,36.0,240.0,5.8,130.0,1.6,
457,"Morel, fresh",Vegetables/Mushrooms,29,0.3,0.1,0.0,0.2,0.0,0.5,0.1,0.0,7.0,2.5,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.05,0.0,5.0,25.0,2.5,5.0,3.1,0.19,390.0,2.0,8.0,11.0,16.0,160.0,1.2,10.0,0.5,
1039,"Morel, stewed (without addition of fat and salt)",Vegetables/Mushrooms,34,0.4,0.1,0.0,0.2,0.0,0.6,0.1,0.0,8.5,2.8,0.0,0.0,88.5,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.05,0.0,4.88,18.3,2.5,4.5,3.8,0.22,370.0,2.1,9.3,13.0,16.0,190.0,1.2,12.0,0.5,
819,Mortadella,Sausages and cold meats/Boiled sausage products,314,27.3,10.2,12.4,2.8,75.0,0.8,0.8,0.0,0.0,16.1,2.1,0.0,55.7,5.0,5.0,5.0,0.0,0.0,0.37,0.12,0.2,1.08,3.05,3.1,0.49,25.5,0.0,0.42,100.0,840.0,1240.0,3.9,13.0,170.0,0.9,1.5,1.3,
717,"Mostbröckli (smoked and dried beef), raw",Sausages and cold meats/Raw sausage products,150,1.9,0.9,0.9,0.2,69.0,0.5,0.5,0.0,0.0,32.6,4.7,0.0,58.4,2.0,2.0,2.0,0.0,0.0,0.1,0.17,0.37,1.4,7.1,0.0001,0.9,11.6,0.0001,0.0001,580.0,1860.0,2870.0,0.0001,33.0,300.0,3.3,0.0001,5.9,14.0
82,Mozzarella,Milk and dairy products/Soft cheese;Milk and dairy products/Fresh cheese and curds,256,19.5,11.4,6.0,0.7,46.0,0.7,0.7,0.0,0.0,19.5,0.4,0.0,58.8,205.0,194.0,183.0,130.0,130.0,0.03,0.27,0.07,1.4,0.4,16.0,0.14,0.0,0.3,0.39,8.0,140.0,810.0,340.0,10.0,350.0,0.1,4.8,2.6,
942,"Mueslimix, cereal with fruits and nuts, sweetened ","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",365,5.6,0.7,2.2,2.1,0.0,62.2,10.6,50.8,10.1,11.4,0.1,0.0,11.5,7.0,3.0,0.0,39.0,39.0,0.35,0.1,0.17,0.0,2.02,48.7,0.71,1.4,0.0,1.38,390.0,46.0,140.0,45.0,94.0,310.0,3.1,2.1,2.3,
943,"Müeslimix, cereal with fruits and nuts, unsweetened","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",372,8.4,1.5,3.3,2.8,0.0,57.4,11.6,44.6,10.7,11.3,0.0,0.0,13.0,6.0,3.0,0.0,35.0,35.0,0.36,0.12,0.23,0.0,2.2,52.4,0.73,4.2,0.0,2.67,450.0,14.0,44.0,55.0,110.0,310.0,3.3,2.4,2.3,
14104,"Müeslimix, crunchy, sweetened (average) ","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",431,16.0,4.1,5.1,6.0,0.0,58.7,18.2,40.1,7.4,9.4,0.4,0.0,9.2,3.0,2.0,0.0,16.0,16.0,0.2,0.09,0.12,0.0,1.05,24.1,0.44,1.2,0.0,4.44,300.0,170.0,350.0,36.0,76.0,250.0,2.6,1.4,1.8,
948,"Mueslimix, crunchy, with chocolate","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",442,17.4,5.4,5.7,5.7,0.0,58.9,19.9,38.6,6.9,9.0,0.4,0.0,8.5,3.0,2.0,1.0,15.0,15.0,0.19,0.09,0.1,0.0,0.64,18.8,0.38,0.2,0.0,3.75,310.0,150.0,310.0,37.0,75.0,240.0,2.7,1.1,1.9,
945,"Mueslimix, crunchy, with fruits, sweetened ","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",425,15.1,3.7,4.4,6.3,0.0,59.9,18.8,40.6,7.3,8.7,0.5,0.0,9.5,3.0,1.0,0.0,18.0,18.0,0.19,0.08,0.12,0.0,1.12,22.6,0.44,2.2,0.0,4.51,270.0,190.0,400.0,31.0,66.0,220.0,2.4,1.5,1.7,
944,"Mueslimix, crunchy, with nuts and seeds, sweetened ","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",432,16.2,3.4,6.0,5.9,0.0,56.2,15.2,40.5,7.9,11.3,0.3,0.0,9.3,2.0,1.0,0.0,13.0,13.0,0.25,0.12,0.15,0.0,1.32,32.3,0.5,0.2,0.0,5.0,330.0,130.0,280.0,46.0,97.0,300.0,2.8,1.5,2.2,
1128,"Mushroom (average), raw",Vegetables/Mushrooms,29,0.4,0.1,0.0,0.2,0.0,0.6,0.2,0.1,4.9,3.5,0.0,0.0,91.7,22.0,11.0,0.0,130.0,130.0,0.14,0.38,0.06,0.0,7.12,21.1,2.19,3.7,2.6,0.14,400.0,4.2,34.0,7.6,13.0,99.0,2.4,8.7,0.8,
1129,"Mushroom (average), stewed (without addition of fat and salt)",Vegetables/Mushrooms,34,0.4,0.1,0.0,0.2,0.0,0.7,0.2,0.1,6.0,3.9,0.0,0.0,90.2,26.0,13.0,0.0,159.0,159.0,0.14,0.39,0.05,0.0,6.94,15.5,2.19,3.3,3.1,0.16,380.0,4.4,39.0,8.9,13.0,110.0,2.5,10.0,0.8,
1585,"Mushroom risotto, cooked",Prepared dishes/Other savoury dishes,128,3.8,1.9,1.4,0.3,7.0,18.5,0.6,16.9,1.5,4.1,0.5,0.0,72.4,28.0,27.0,26.0,12.0,12.0,0.05,0.14,0.03,0.08,2.1,6.4,0.47,0.4,0.6,0.33,54.0,210.0,370.0,71.0,10.0,81.0,0.2,3.3,0.6,
683,"Mushroom sauce, thickened",Various/Sauces,132,8.9,5.4,2.1,0.5,28.0,8.5,4.0,4.4,0.7,3.9,0.6,0.0,78.1,89.0,86.0,83.0,37.0,37.0,0.05,0.26,0.03,0.13,1.21,4.3,0.48,0.8,0.4,0.23,170.0,250.0,410.0,110.0,11.0,90.0,0.1,8.7,0.5,
688,Mushroom soup,Prepared dishes/Stews and soups,38,1.2,0.5,0.2,0.5,0.0,5.5,2.0,3.5,0.5,1.1,0.9,0.0,90.2,27.0,22.0,17.0,60.0,60.0,0.03,0.07,0.01,0.0,0.4,3.0,0.1,0.0,0.0,0.14,68.0,370.0,290.0,40.0,5.0,36.0,0.2,4.9,0.3,
629,"Mushroom, canned",Vegetables/Mushrooms,19,0.3,0.0,0.0,0.1,0.0,0.5,0.0001,0.0001,2.5,2.2,0.9,0.0,92.0,2.0,1.0,0.0,10.0,10.0,0.02,0.19,0.06,0.0,2.0,10.0,2.0,2.0,0.0,0.0,120.0,340.0,400.0,23.0,12.0,69.0,0.8,18.0,0.5,
375,"Mushroom, raw",Vegetables/Mushrooms,25,0.3,0.0,0.0,0.1,0.0,1.1,0.3,0.2,1.9,3.7,0.0,0.0,92.0,1.0,0.0,0.0,3.0,3.0,0.1,0.31,0.1,0.0,3.62,21.7,1.99,2.1,1.9,0.1,370.0,5.7,67.0,7.0,11.0,110.0,1.0,18.0,0.5,
1037,"Mushroom, stewed (without addition of fat and salt)",Vegetables/Mushrooms,29,0.3,0.1,0.0,0.2,0.0,1.2,0.3,0.2,2.3,4.2,0.0,0.0,93.2,1.0,0.0,0.0,4.0,4.0,0.1,0.31,0.1,0.0,3.53,15.9,1.99,1.8,2.3,0.12,350.0,6.0,78.0,8.3,11.0,120.0,1.0,21.0,0.6,
13464,Mustard,Various/Sauces,124,7.7,0.5,4.1,2.7,0.0,3.8,2.6,0.4,5.3,7.1,4.1,0.0,67.8,5.0,2.0,0.0,29.0,29.0,0.24,0.04,0.02,0.0,1.15,18.0,0.21,0.5,0.0,1.34,200.0,1640.0,2460.0,110.0,95.0,210.0,1.7,20.0,1.1,
1579,"Nasi Goreng, prepared",Prepared dishes/Asian dishes,125,1.8,0.3,1.1,0.3,23.0,16.1,0.7,13.5,0.5,10.8,1.3,0.0,70.9,30.0,16.0,2.0,167.0,167.0,0.11,0.06,0.18,0.07,4.07,4.3,0.4,10.9,0.4,0.29,170.0,510.0,780.0,18.0,17.0,120.0,0.3,1.3,0.7,
404,"Nectarine, fresh",Fruit/Fresh fruit,55,0.3,0.0,0.1,0.1,0.0,11.3,8.8,0.0001,1.3,1.0,0.0,0.0,86.1,30.0,15.0,0.0,178.0,130.0,0.02,0.02,0.02,0.0,0.64,8.0,0.24,4.6,0.0,0.45,260.0,1.0,7.0,7.0,9.0,25.0,0.2,3.0,0.1,0.2
767,"Norway lobster, raw","Fish/Seafood, crustaceans and shellfish",93,1.3,0.2,0.3,0.4,95.0,0.8,0.0,0.8,0.0,19.6,0.9,0.0,75.9,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.21,0.9,5.67,17.0,1.5,3.0,0.0,1.5,210.0,340.0,0.0001,29.0,68.0,180.0,2.0,240.0,4.6,
915,Nut roll with yeast dough,Sweets/Other sweet pastries,445,18.7,5.7,9.6,1.9,61.0,54.9,12.9,40.6,3.8,12.2,1.2,0.0,11.4,82.0,80.0,77.0,31.0,31.0,0.33,0.19,0.21,0.17,1.51,58.3,0.76,0.5,0.4,3.25,300.0,470.0,740.0,69.0,42.0,170.0,1.6,6.5,1.2,
871,Nut sticks,Sweets/Cookies/Biscuits,567,36.6,12.5,17.7,3.1,140.0,47.0,22.6,22.3,3.7,10.5,0.1,0.0,3.3,182.0,176.0,171.0,68.0,68.0,0.19,0.08,0.2,0.29,0.46,29.5,0.89,0.5,0.8,5.62,280.0,56.0,98.0,61.0,55.0,180.0,1.9,11.0,1.5,5.6
902,Nut tart from Engadin,Sweets/Cakes and tarts,481,27.7,10.2,6.2,8.7,62.0,49.9,30.9,18.2,2.0,7.0,0.0,0.0,14.1,158.0,153.0,148.0,64.0,64.0,0.11,0.05,0.06,0.11,0.17,23.6,0.47,0.2,0.4,1.11,150.0,15.0,42.0,33.0,30.0,110.0,0.8,4.5,0.8,
769,"Oat bran, raw","Bread, flakes and breakfast cereals/Flakes, bran and germs",371,7.0,1.3,2.4,2.8,0.0,50.8,1.5,49.3,15.4,18.5,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.85,0.22,0.36,0.0,0.93,52.0,1.25,0.0,0.0,1.7,570.0,4.0,61.0,58.0,240.0,730.0,5.4,0.8,3.1,
198,Oat flakes,"Bread, flakes and breakfast cereals/Flakes, bran and germs",381,7.5,1.0,3.0,3.0,0.0,59.5,1.0,58.0,10.5,13.5,0.1,0.0,8.7,0.0,0.0,0.0,1.0,1.0,0.42,0.13,0.1,0.0,0.8,47.2,0.69,0.0,0.0,0.75,400.0,20.0,61.0,53.0,120.0,410.0,3.8,0.5,3.0,
591,Olive oil,Fats and oils/Oils,810,90.0,10.7,67.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84,0.9,0.9,90.0,0.0,0.9,1.8,0.1,0.1,0.0,0.0
